person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,Income_Category,Credit_Burden_Percent
22,57800,RENT,6.0,DEBTCONSOLIDATION,C,11200,13.16,1,0.19,N,3,Medium,19.38
24,78000,MORTGAGE,5.0,DEBTCONSOLIDATION,C,8000,13.22,0,0.1,N,2,High,10.26
23,78000,MORTGAGE,1.0,EDUCATION,B,16000,11.89,0,0.21,N,3,High,20.51
22,78000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,9600,10.95,0,0.12,N,2,High,12.31
25,61200,MORTGAGE,9.0,MEDICAL,D,20000,14.74,1,0.28,Y,2,Medium,32.68
25,68000,RENT,4.0,PERSONAL,B,11200,11.99,0,0.16,N,2,Medium,16.47
24,71000,RENT,8.0,VENTURE,B,11200,11.36,0,0.16,N,3,High,15.77
24,61200,MORTGAGE,9.0,MEDICAL,B,13500,10.83,1,0.19,N,2,Medium,22.06
25,72000,RENT,8.0,PERSONAL,B,11200,10.36,0,0.16,N,2,High,15.56
25,78000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,25000,9.64,0,0.32,N,4,High,32.05
26,78402,RENT,3.0,VENTURE,B,11200,11.71,0,0.14,N,3,High,14.29
25,78200,MORTGAGE,9.0,MEDICAL,A,6000,6.54,0,0.08,N,3,High,7.67
25,82000,RENT,9.0,PERSONAL,A,11200,5.42,0,0.14,N,4,High,13.66
23,61455,MORTGAGE,0.0,MEDICAL,E,15000,16.82,1,0.21,N,3,Medium,24.41
24,78386,OWN,3.0,EDUCATION,A,4000,5.42,0,0.05,N,3,High,5.1
22,78400,MORTGAGE,2.0,VENTURE,D,5000,17.49,0,0.06,Y,3,High,6.38
24,78400,MORTGAGE,5.0,VENTURE,C,17400,13.48,0,0.22,N,2,High,22.19
26,100016,RENT,10.0,EDUCATION,C,11200,13.98,0,0.11,Y,2,High,11.2
22,78413,MORTGAGE,6.0,EDUCATION,B,17500,10.65,0,0.22,N,2,High,22.32
26,78420,MORTGAGE,2.0,HOMEIMPROVEMENT,B,8000,11.49,0,0.1,N,4,High,10.2
24,78500,MORTGAGE,8.0,VENTURE,A,6000,7.49,0,0.08,N,4,High,7.64
23,78500,MORTGAGE,7.0,EDUCATION,A,7200,7.49,0,0.09,N,3,High,9.17
25,72500,MORTGAGE,3.0,VENTURE,D,16000,15.28,1,0.22,Y,4,High,22.07
23,78500,MORTGAGE,7.0,DEBTCONSOLIDATION,A,4800,7.14,0,0.06,N,4,High,6.11
24,110000,RENT,1.0,EDUCATION,A,11200,7.49,0,0.1,N,4,High,10.18
25,78500,MORTGAGE,9.0,DEBTCONSOLIDATION,A,16000,7.88,0,0.2,N,2,High,20.38
24,180000,RENT,3.0,PERSONAL,A,11200,5.79,0,0.06,N,4,High,6.22
25,45000,RENT,2.0,DEBTCONSOLIDATION,A,11250,9.38,0,0.25,N,2,Medium,25.0
22,72644,MORTGAGE,3.0,PERSONAL,A,5900,7.49,1,0.08,N,3,High,8.12
26,61754,MORTGAGE,7.0,MEDICAL,D,10000,14.83,1,0.14,N,4,Medium,16.19
21,35000,RENT,5.0,MEDICAL,C,11300,13.49,1,0.32,N,3,Medium,32.29
26,41892,RENT,8.0,EDUCATION,C,11300,13.22,0,0.27,N,4,Medium,26.97
25,78720,MORTGAGE,6.0,MEDICAL,B,10000,9.62,0,0.13,N,2,High,12.7
22,78792,MORTGAGE,4.0,EDUCATION,D,5500,14.61,0,0.07,N,4,High,6.98
23,78885,OWN,2.0,VENTURE,B,20000,12.42,0,0.25,N,3,High,25.35
26,78948,MORTGAGE,3.0,MEDICAL,B,17500,11.83,0,0.22,N,2,High,22.17
22,45000,RENT,6.0,EDUCATION,C,11300,13.48,0,0.25,Y,2,Medium,25.11
22,78996,OWN,6.0,MEDICAL,B,10000,11.11,0,0.13,N,2,High,12.66
23,71000,RENT,7.0,MEDICAL,A,11300,7.49,0,0.16,N,2,High,15.92
21,29000,RENT,5.0,DEBTCONSOLIDATION,B,11325,9.91,1,0.39,N,3,Low,39.05
22,79000,MORTGAGE,6.0,MEDICAL,A,10375,6.62,0,0.13,N,4,High,13.13
23,79000,MORTGAGE,7.0,EDUCATION,A,17825,6.62,0,0.23,N,2,High,22.56
25,36000,RENT,7.0,MEDICAL,B,11325,12.69,1,0.31,N,4,Medium,31.46
24,79000,MORTGAGE,4.0,PERSONAL,A,8000,5.99,0,0.1,N,3,High,10.13
25,30000,RENT,10.0,VENTURE,A,11400,7.51,1,0.38,N,4,Low,38.0
26,41500,RENT,9.0,EDUCATION,A,11400,7.66,0,0.27,N,3,Medium,27.47
25,79000,OWN,3.0,VENTURE,A,14000,6.92,0,0.18,N,2,High,17.72
22,79000,MORTGAGE,3.0,VENTURE,C,35000,13.8,0,0.44,Y,2,High,44.3
22,50000,RENT,6.0,EDUCATION,D,11400,17.58,0,0.23,Y,4,Medium,22.8
23,60000,RENT,4.0,PERSONAL,C,11400,15.23,0,0.19,Y,4,Medium,19.0
25,79000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,10000,5.79,0,0.13,N,2,High,12.66
25,79000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,20000,6.91,0,0.25,N,3,High,25.32
22,62050,MORTGAGE,1.0,MEDICAL,C,2000,13.35,1,0.03,Y,4,Medium,3.22
24,65000,RENT,2.0,HOMEIMPROVEMENT,B,11400,11.89,0,0.18,N,3,Medium,17.54
24,73000,RENT,1.0,DEBTCONSOLIDATION,D,11400,14.84,1,0.16,Y,4,High,15.62
25,79000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,9000,6.76,0,0.11,N,4,High,11.39
25,62050,MORTGAGE,7.0,MEDICAL,B,18300,10.62,1,0.25,N,3,Medium,29.49
22,79000,MORTGAGE,6.0,EDUCATION,B,10000,10.99,0,0.13,N,2,High,12.66
23,79000,MORTGAGE,2.0,EDUCATION,A,3200,7.88,0,0.04,N,2,High,4.05
23,107806,RENT,3.0,VENTURE,B,11425,10.37,0,0.11,N,3,High,10.6
23,79000,MORTGAGE,7.0,EDUCATION,C,16000,12.73,0,0.2,Y,4,High,20.25
22,79000,MORTGAGE,6.0,VENTURE,C,11000,13.11,0,0.14,Y,4,High,13.92
26,79000,MORTGAGE,6.0,PERSONAL,C,14000,13.57,0,0.18,Y,3,High,17.72
25,79000,OWN,9.0,VENTURE,B,14500,11.48,0,0.18,N,3,High,18.35
25,79000,MORTGAGE,2.0,MEDICAL,C,15000,13.79,0,0.19,N,2,High,18.99
25,79000,MORTGAGE,9.0,PERSONAL,B,7500,10.01,0,0.09,N,3,High,9.49
23,79100,MORTGAGE,4.0,VENTURE,A,3300,5.42,0,0.04,N,3,High,4.17
24,24000,RENT,0.0,EDUCATION,A,11500,7.51,1,0.48,N,3,Low,47.92
26,79200,MORTGAGE,8.0,MEDICAL,A,6075,6.03,0,0.08,N,2,High,7.67
24,79200,OWN,8.0,VENTURE,A,3800,6.62,0,0.05,N,4,High,4.8
23,79200,MORTGAGE,7.0,EDUCATION,A,5000,5.42,0,0.06,N,3,High,6.31
23,79200,MORTGAGE,6.0,EDUCATION,A,8000,7.88,0,0.1,N,4,High,10.1
22,79200,MORTGAGE,6.0,VENTURE,B,4750,10.25,0,0.06,N,3,High,6.0
26,79380,MORTGAGE,5.0,EDUCATION,C,10000,12.23,0,0.13,Y,3,High,12.6
24,79400,MORTGAGE,8.0,HOMEIMPROVEMENT,B,12000,9.88,0,0.15,N,4,High,15.11
25,62393,OTHER,0.0,MEDICAL,D,20000,15.05,1,0.27,Y,3,Medium,32.05
26,79500,MORTGAGE,1.0,EDUCATION,B,6000,11.36,0,0.08,N,2,High,7.55
26,79560,MORTGAGE,10.0,DEBTCONSOLIDATION,B,8000,12.53,0,0.1,N,4,High,10.06
26,34100,RENT,0.0,DEBTCONSOLIDATION,A,11500,6.62,1,0.34,N,3,Medium,33.72
22,79618,MORTGAGE,6.0,EDUCATION,A,7000,7.74,0,0.09,N,3,High,8.79
21,34500,RENT,2.0,HOMEIMPROVEMENT,D,11500,15.31,1,0.33,N,2,Medium,33.33
24,79632,MORTGAGE,8.0,EDUCATION,C,7200,14.17,0,0.09,Y,3,High,9.04
26,79700,MORTGAGE,9.0,DEBTCONSOLIDATION,B,7200,9.99,0,0.09,N,3,High,9.03
24,79768,OWN,2.0,EDUCATION,C,12000,13.49,0,0.15,Y,4,High,15.04
23,40000,OWN,7.0,EDUCATION,A,13000,7.29,0,0.33,N,4,Medium,32.5
25,79992,MORTGAGE,9.0,EDUCATION,A,10000,6.03,0,0.13,N,2,High,12.5
23,34000,RENT,0.0,DEBTCONSOLIDATION,B,11500,11.49,1,0.34,N,2,Medium,33.82
23,79996,MORTGAGE,2.0,EDUCATION,E,24000,16.32,0,0.3,Y,3,High,30.0
23,40000,OWN,6.0,EDUCATION,A,3000,7.66,0,0.07,N,3,Medium,7.5
26,74000,MORTGAGE,8.0,EDUCATION,B,15000,9.91,1,0.2,N,3,High,20.27
26,41784,RENT,0.0,EDUCATION,B,11500,10.95,0,0.28,N,4,Medium,27.52
26,80000,MORTGAGE,5.0,VENTURE,D,12000,16.29,0,0.15,N,2,High,15.0
24,42000,RENT,8.0,DEBTCONSOLIDATION,A,11500,7.88,0,0.27,N,2,Medium,27.38
25,80000,MORTGAGE,9.0,VENTURE,E,4000,19.03,0,0.05,Y,3,High,5.0
25,80000,MORTGAGE,7.0,HOMEIMPROVEMENT,A,6000,7.9,0,0.07,N,3,High,7.5
25,42000,RENT,9.0,VENTURE,C,11500,13.79,0,0.27,Y,3,Medium,27.38
26,45760,RENT,8.0,DEBTCONSOLIDATION,C,11500,11.78,0,0.25,N,4,Medium,25.13
25,45996,RENT,3.0,VENTURE,C,11500,12.53,0,0.25,N,4,Medium,25.0
23,80000,MORTGAGE,7.0,EDUCATION,B,15000,12.42,0,0.19,N,2,High,18.75
26,62900,MORTGAGE,4.0,MEDICAL,A,11000,7.9,1,0.15,N,3,Medium,17.49
26,57000,RENT,0.0,HOMEIMPROVEMENT,A,11500,7.51,0,0.2,N,3,Medium,20.18
25,80000,MORTGAGE,4.0,MEDICAL,C,25000,13.49,0,0.31,N,2,High,31.25
22,40000,OWN,4.0,EDUCATION,A,8000,5.79,0,0.2,N,2,Medium,20.0
24,62500,RENT,5.0,EDUCATION,A,11500,5.79,0,0.18,N,3,Medium,18.4
23,80000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,24000,11.71,0,0.3,N,3,High,30.0
24,80000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,18000,7.9,0,0.23,N,2,High,22.5
24,63000,RENT,3.0,VENTURE,C,11500,14.79,0,0.18,N,2,Medium,18.25
23,70000,RENT,2.0,VENTURE,B,11500,11.86,0,0.16,N,3,Medium,16.43
24,80000,MORTGAGE,8.0,EDUCATION,A,10000,8.9,0,0.13,N,4,High,12.5
24,74000,RENT,3.0,EDUCATION,B,11500,10.74,0,0.16,N,3,High,15.54
25,80000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,4000,6.62,0,0.05,N,2,High,5.0
24,80000,MORTGAGE,7.0,VENTURE,A,12000,6.62,0,0.15,N,2,High,15.0
26,79000,RENT,7.0,HOMEIMPROVEMENT,B,11500,11.99,0,0.15,N,3,High,14.56
25,74000,MORTGAGE,9.0,EDUCATION,A,18000,7.9,1,0.24,N,2,High,24.32
24,125000,RENT,4.0,VENTURE,B,11500,10.38,0,0.09,N,2,High,9.2
24,41000,RENT,4.0,MEDICAL,C,11525,12.99,0,0.28,Y,3,Medium,28.11
25,77954,RENT,9.0,DEBTCONSOLIDATION,D,11550,16.77,1,0.15,N,2,High,14.82
22,80000,MORTGAGE,5.0,MEDICAL,B,9500,11.71,0,0.12,N,2,High,11.88
26,70000,RENT,0.0,DEBTCONSOLIDATION,A,11600,6.99,0,0.17,N,3,Medium,16.57
26,80000,MORTGAGE,2.0,HOMEIMPROVEMENT,C,4200,14.27,0,0.05,N,4,High,5.25
26,71000,RENT,0.0,MEDICAL,B,11600,10.99,0,0.16,N,2,High,16.34
23,40000,RENT,7.0,EDUCATION,B,11650,11.99,0,0.29,N,4,Medium,29.12
22,80000,MORTGAGE,6.0,VENTURE,B,16000,12.42,0,0.2,N,4,High,20.0
23,57996,RENT,1.0,MEDICAL,C,11650,13.47,0,0.2,N,2,Medium,20.09
26,30000,RENT,6.0,MEDICAL,B,11700,11.71,1,0.39,N,2,Low,39.0
24,80000,MORTGAGE,6.0,HOMEIMPROVEMENT,C,7000,14.65,0,0.09,N,4,High,8.75
25,80000,MORTGAGE,9.0,VENTURE,A,6000,6.03,0,0.07,N,4,High,7.5
25,80000,MORTGAGE,2.0,PERSONAL,C,4900,15.27,0,0.06,N,4,High,6.12
26,80000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,7000,6.03,0,0.09,N,4,High,8.75
22,74000,MORTGAGE,6.0,EDUCATION,A,4000,7.51,1,0.05,N,3,High,5.41
25,80000,MORTGAGE,5.0,PERSONAL,A,18200,7.9,0,0.23,N,2,High,22.75
22,66000,RENT,6.0,DEBTCONSOLIDATION,E,11750,17.14,1,0.18,N,2,Medium,17.8
25,80000,MORTGAGE,2.0,MEDICAL,A,5000,7.51,0,0.06,N,3,High,6.25
22,44400,RENT,1.0,PERSONAL,C,11775,13.49,0,0.27,Y,4,Medium,26.52
22,35000,RENT,4.0,VENTURE,B,11800,10.95,1,0.34,N,2,Medium,33.71
24,40000,RENT,3.0,VENTURE,A,11800,6.92,0,0.29,N,4,Medium,29.5
25,80000,MORTGAGE,6.0,MEDICAL,A,3000,6.03,0,0.04,N,2,High,3.75
23,42000,RENT,6.0,EDUCATION,B,11800,12.69,0,0.28,N,2,Medium,28.1
26,76000,RENT,5.0,DEBTCONSOLIDATION,C,11800,13.11,0,0.16,Y,3,High,15.53
22,94000,RENT,5.0,VENTURE,C,11800,13.99,0,0.13,N,4,High,12.55
23,80000,MORTGAGE,7.0,EDUCATION,D,7000,16.29,0,0.09,Y,3,High,8.75
22,42500,RENT,7.0,MEDICAL,D,11850,14.11,1,0.28,Y,2,Medium,27.88
25,50000,RENT,6.0,PERSONAL,B,11875,10.65,0,0.24,N,2,Medium,23.75
23,35000,RENT,2.0,DEBTCONSOLIDATION,A,11900,7.66,1,0.34,N,3,Medium,34.0
25,80000,MORTGAGE,4.0,PERSONAL,A,11000,6.62,0,0.14,N,3,High,13.75
23,80000,MORTGAGE,7.0,VENTURE,B,22000,10.65,0,0.28,N,2,High,27.5
23,80000,MORTGAGE,5.0,VENTURE,A,2000,7.9,0,0.03,N,4,High,2.5
24,80000,MORTGAGE,4.0,PERSONAL,C,2000,15.27,0,0.03,Y,3,High,2.5
25,20000,RENT,1.0,VENTURE,A,12000,8.07,1,0.6,N,4,Low,60.0
25,80000,MORTGAGE,5.0,VENTURE,A,12000,5.99,0,0.15,N,2,High,15.0
24,80000,OWN,5.0,EDUCATION,C,2200,13.49,0,0.03,N,4,High,2.75
22,24000,RENT,0.0,PERSONAL,C,12000,14.79,1,0.5,N,2,Low,50.0
24,24000,RENT,3.0,PERSONAL,B,12000,10.36,1,0.5,N,4,Low,50.0
25,24000,RENT,1.0,DEBTCONSOLIDATION,D,12000,12.17,1,0.5,Y,4,Low,50.0
24,80000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,5000,6.99,0,0.06,N,4,High,6.25
22,24996,RENT,4.0,PERSONAL,B,12000,9.63,1,0.48,N,3,Low,48.01
24,26000,RENT,5.0,MEDICAL,A,12000,7.9,1,0.46,N,2,Low,46.15
25,26000,RENT,5.0,MEDICAL,B,12000,11.99,1,0.46,N,3,Low,46.15
25,80000,MORTGAGE,9.0,VENTURE,D,14000,15.62,0,0.17,Y,4,High,17.5
24,26000,RENT,5.0,VENTURE,C,12000,14.26,1,0.46,N,3,Low,46.15
24,80000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,5550,8.49,0,0.07,N,2,High,6.94
21,80000,MORTGAGE,5.0,EDUCATION,A,12000,5.99,0,0.15,N,2,High,15.0
24,80000,MORTGAGE,2.0,MEDICAL,B,2500,11.49,0,0.03,N,2,High,3.12
23,28000,RENT,2.0,EDUCATION,C,12000,14.27,1,0.43,Y,4,Low,42.86
24,80000,MORTGAGE,4.0,VENTURE,A,3000,6.99,0,0.04,N,2,High,3.75
22,80000,MORTGAGE,6.0,EDUCATION,B,16000,11.99,0,0.2,N,3,High,20.0
24,29000,RENT,0.0,MEDICAL,D,12000,15.05,1,0.41,Y,2,Low,41.38
23,80000,MORTGAGE,6.0,EDUCATION,A,9000,7.49,0,0.11,N,4,High,11.25
23,80000,MORTGAGE,4.0,MEDICAL,B,8000,10.99,0,0.1,N,3,High,10.0
24,29435,RENT,8.0,VENTURE,A,12000,7.66,1,0.41,N,3,Low,40.77
22,30000,RENT,1.0,EDUCATION,B,12000,10.99,1,0.4,N,3,Low,40.0
24,80000,MORTGAGE,8.0,VENTURE,D,5000,15.62,0,0.06,Y,2,High,6.25
21,30000,RENT,5.0,VENTURE,A,12000,5.79,1,0.4,N,3,Low,40.0
24,30000,RENT,0.0,EDUCATION,A,12000,6.91,1,0.4,N,3,Low,40.0
25,80000,OWN,9.0,PERSONAL,B,2700,10.59,0,0.03,N,4,High,3.38
24,80000,OWN,8.0,VENTURE,A,12000,7.49,0,0.15,N,3,High,15.0
23,80000,MORTGAGE,7.0,VENTURE,C,4000,15.23,0,0.05,N,3,High,5.0
22,30000,RENT,2.0,EDUCATION,C,12000,13.72,1,0.4,N,2,Low,40.0
23,80000,MORTGAGE,3.0,VENTURE,A,5500,5.42,0,0.07,N,2,High,6.88
22,30000,RENT,2.0,VENTURE,D,12000,14.46,1,0.4,N,2,Low,40.0
24,80000,MORTGAGE,8.0,VENTURE,C,12000,13.99,0,0.15,Y,3,High,15.0
22,30000,RENT,4.0,EDUCATION,B,12000,10.62,1,0.4,N,3,Low,40.0
23,80000,OWN,7.0,VENTURE,A,4000,5.99,0,0.05,N,4,High,5.0
24,30000,RENT,0.0,PERSONAL,B,12000,11.48,1,0.4,N,3,Low,40.0
25,30000,RENT,0.0,VENTURE,B,12000,11.48,1,0.4,N,4,Low,40.0
22,30000,RENT,0.0,MEDICAL,A,12000,9.32,1,0.4,N,3,Low,40.0
22,80000,OWN,4.0,EDUCATION,B,4800,10.99,0,0.06,N,4,High,6.0
25,80000,MORTGAGE,2.0,VENTURE,A,10000,7.49,0,0.13,N,4,High,12.5
23,80000,MORTGAGE,3.0,EDUCATION,A,6000,5.99,0,0.07,N,4,High,7.5
26,80000,MORTGAGE,10.0,DEBTCONSOLIDATION,B,10800,11.99,0,0.14,N,3,High,13.5
21,80000,MORTGAGE,5.0,EDUCATION,C,5000,12.99,0,0.06,N,2,High,6.25
22,31000,RENT,0.0,DEBTCONSOLIDATION,B,12000,10.25,1,0.39,N,4,Medium,38.71
25,80000,MORTGAGE,3.0,EDUCATION,D,20000,15.62,0,0.25,Y,3,High,25.0
24,74000,OWN,8.0,DEBTCONSOLIDATION,G,35000,20.11,1,0.47,N,3,High,47.3
25,80000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,10250,5.42,0,0.13,N,4,High,12.81
22,31200,RENT,6.0,EDUCATION,B,12000,10.39,1,0.38,N,2,Medium,38.46
22,80000,MORTGAGE,7.0,EDUCATION,B,1500,10.37,0,0.02,N,2,High,1.88
26,74000,MORTGAGE,1.0,EDUCATION,B,24000,10.74,1,0.32,N,3,High,32.43
24,32000,RENT,4.0,MEDICAL,A,12000,7.51,1,0.38,N,2,Medium,37.5
22,74000,MORTGAGE,0.0,VENTURE,G,19000,20.48,1,0.26,Y,2,High,25.68
23,80000,MORTGAGE,7.0,VENTURE,A,4800,7.29,0,0.06,N,4,High,6.0
24,32000,RENT,1.0,MEDICAL,A,12000,7.29,1,0.38,N,2,Medium,37.5
24,32000,RENT,5.0,EDUCATION,C,12000,13.85,1,0.38,N,3,Medium,37.5
26,74000,MORTGAGE,0.0,DEBTCONSOLIDATION,E,16800,16.4,1,0.23,Y,4,High,22.7
24,32000,RENT,8.0,DEBTCONSOLIDATION,C,12000,12.87,1,0.38,Y,2,Medium,37.5
26,32000,RENT,6.0,MEDICAL,A,12000,8.94,1,0.38,N,3,Medium,37.5
25,80000,MORTGAGE,5.0,HOMEIMPROVEMENT,C,14625,12.68,0,0.18,Y,4,High,18.28
22,32500,RENT,0.0,MEDICAL,B,12000,11.49,1,0.37,N,2,Medium,36.92
23,33000,RENT,8.0,DEBTCONSOLIDATION,A,12000,8.49,1,0.36,N,3,Medium,36.36
25,80000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,12000,10.0,0,0.15,N,4,High,15.0
22,33504,RENT,3.0,PERSONAL,C,12000,13.98,1,0.36,Y,3,Medium,35.82
24,80000,MORTGAGE,8.0,PERSONAL,D,25000,14.46,0,0.31,Y,2,High,31.25
23,33504,RENT,5.0,VENTURE,C,12000,13.11,1,0.36,Y,4,Medium,35.82
22,33600,RENT,5.0,PERSONAL,B,12000,9.91,1,0.36,N,4,Medium,35.71
21,33600,RENT,2.0,MEDICAL,B,12000,11.12,1,0.36,N,3,Medium,35.71
26,80000,MORTGAGE,0.0,EDUCATION,A,6300,5.79,0,0.08,N,4,High,7.88
24,34000,RENT,8.0,MEDICAL,B,12000,11.71,1,0.35,N,4,Medium,35.29
24,80000,MORTGAGE,2.0,PERSONAL,A,20000,6.54,0,0.25,N,4,High,25.0
23,80000,OWN,7.0,PERSONAL,B,9000,9.62,0,0.11,N,2,High,11.25
25,80000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,13000,6.54,0,0.16,N,3,High,16.25
26,34000,RENT,2.0,PERSONAL,D,12000,14.96,1,0.35,N,3,Medium,35.29
24,80000,OWN,0.0,EDUCATION,A,16000,6.17,0,0.2,N,4,High,20.0
25,80000,MORTGAGE,0.0,VENTURE,A,12000,6.91,0,0.15,N,2,High,15.0
26,80000,MORTGAGE,3.0,EDUCATION,A,18000,5.79,0,0.23,N,4,High,22.5
23,34000,RENT,5.0,DEBTCONSOLIDATION,C,12000,12.84,1,0.35,N,4,Medium,35.29
25,80000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,18000,5.79,0,0.23,N,2,High,22.5
26,80000,MORTGAGE,6.0,MEDICAL,A,2000,6.91,0,0.03,N,3,High,2.5
25,80000,MORTGAGE,9.0,MEDICAL,A,3000,6.17,0,0.04,N,4,High,3.75
25,80000,MORTGAGE,5.0,EDUCATION,B,25000,10.36,0,0.31,N,3,High,31.25
25,80000,MORTGAGE,0.0,MEDICAL,A,10000,5.79,0,0.13,N,4,High,12.5
24,34132,RENT,0.0,EDUCATION,B,12000,10.62,1,0.35,N,3,Medium,35.16
22,40000,OWN,0.0,EDUCATION,A,6000,8.0,0,0.15,N,3,Medium,15.0
26,34138,RENT,3.0,DEBTCONSOLIDATION,B,12000,10.39,1,0.35,N,2,Medium,35.15
22,34500,RENT,3.0,EDUCATION,D,12000,14.84,1,0.35,Y,2,Medium,34.78
24,34500,RENT,4.0,MEDICAL,B,12000,10.38,1,0.35,N,2,Medium,34.78
23,80000,OWN,7.0,VENTURE,B,25000,9.99,0,0.31,N,3,High,31.25
25,80000,MORTGAGE,4.0,VENTURE,C,15000,12.61,0,0.19,Y,4,High,18.75
24,80000,MORTGAGE,6.0,PERSONAL,A,16000,7.88,0,0.2,N,2,High,20.0
22,80000,MORTGAGE,0.0,MEDICAL,C,2000,14.72,0,0.03,Y,3,High,2.5
25,40000,OWN,5.0,EDUCATION,C,6000,13.47,0,0.15,Y,3,Medium,15.0
21,40000,OWN,1.0,EDUCATION,C,15000,13.16,0,0.38,N,2,Medium,37.5
22,35000,RENT,6.0,DEBTCONSOLIDATION,B,12000,11.71,1,0.34,N,4,Medium,34.29
23,35000,RENT,3.0,DEBTCONSOLIDATION,B,12000,10.0,1,0.34,N,4,Medium,34.29
24,35000,RENT,1.0,VENTURE,A,12000,6.54,1,0.34,N,2,Medium,34.29
26,35000,RENT,0.0,EDUCATION,C,12000,10.91,1,0.34,Y,2,Medium,34.29
23,80000,MORTGAGE,8.0,EDUCATION,D,8000,15.58,0,0.1,N,4,High,10.0
24,80000,MORTGAGE,8.0,DEBTCONSOLIDATION,C,24000,14.35,0,0.3,Y,3,High,30.0
26,80000,MORTGAGE,2.0,VENTURE,A,4900,6.76,0,0.06,N,3,High,6.12
25,29004,RENT,5.0,PERSONAL,C,12000,12.84,1,0.41,Y,4,Low,41.37
24,35400,RENT,8.0,VENTURE,A,12000,7.29,1,0.34,N,4,Medium,33.9
25,80000,OWN,3.0,EDUCATION,C,10000,14.72,0,0.13,Y,3,High,12.5
24,40000,OWN,7.0,EDUCATION,C,2000,12.53,0,0.05,N,4,Medium,5.0
25,36000,RENT,0.0,MEDICAL,B,12000,9.91,1,0.33,N,3,Medium,33.33
26,30000,RENT,4.0,DEBTCONSOLIDATION,B,12000,11.11,1,0.4,N,3,Low,40.0
23,80000,MORTGAGE,7.0,PERSONAL,A,4000,7.51,0,0.05,N,3,High,5.0
24,80000,MORTGAGE,0.0,EDUCATION,A,18000,7.51,0,0.23,N,3,High,22.5
23,40000,OWN,0.0,VENTURE,A,6400,8.32,0,0.16,N,3,Medium,16.0
24,36000,RENT,7.0,MEDICAL,B,12000,8.88,1,0.33,N,4,Medium,33.33
26,80000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,7000,7.51,0,0.09,N,2,High,8.75
22,36000,RENT,6.0,VENTURE,B,12000,11.49,1,0.33,N,2,Medium,33.33
23,80000,MORTGAGE,1.0,PERSONAL,C,11000,12.73,0,0.14,N,3,High,13.75
25,62900,MORTGAGE,9.0,MEDICAL,D,8825,15.7,1,0.12,Y,3,Medium,14.03
21,36780,RENT,2.0,DEBTCONSOLIDATION,B,12000,11.49,1,0.33,N,4,Medium,32.63
25,31008,RENT,2.0,DEBTCONSOLIDATION,C,12000,13.79,1,0.39,N,4,Medium,38.7
24,80000,MORTGAGE,8.0,EDUCATION,B,18000,10.62,0,0.23,N,2,High,22.5
23,80000,MORTGAGE,1.0,EDUCATION,C,12000,13.48,0,0.15,Y,4,High,15.0
24,80000,MORTGAGE,8.0,PERSONAL,C,12000,13.48,0,0.15,Y,4,High,15.0
22,80000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,10000,7.14,0,0.13,N,4,High,12.5
23,80000,MORTGAGE,1.0,EDUCATION,B,15000,9.88,0,0.19,N,4,High,18.75
26,80000,MORTGAGE,10.0,EDUCATION,D,15000,16.07,0,0.19,N,2,High,18.75
25,80000,MORTGAGE,9.0,VENTURE,A,12000,7.88,0,0.15,N,3,High,15.0
22,31200,RENT,7.0,EDUCATION,B,12000,10.99,1,0.38,N,2,Medium,38.46
22,80000,MORTGAGE,5.0,VENTURE,B,5000,11.36,0,0.06,N,3,High,6.25
25,80000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,8500,7.51,0,0.11,N,2,High,10.62
22,37392,RENT,1.0,EDUCATION,B,12000,10.62,1,0.32,N,2,Medium,32.09
26,80000,MORTGAGE,10.0,PERSONAL,B,25000,10.62,0,0.31,N,4,High,31.25
22,80000,MORTGAGE,6.0,PERSONAL,A,5000,7.14,0,0.06,N,2,High,6.25
26,80000,MORTGAGE,4.0,PERSONAL,D,5000,14.96,0,0.06,Y,3,High,6.25
23,80000,MORTGAGE,5.0,VENTURE,D,20000,14.96,0,0.25,N,3,High,25.0
23,38000,RENT,7.0,PERSONAL,B,12000,11.71,1,0.32,N,2,Medium,31.58
22,62900,MORTGAGE,6.0,MEDICAL,E,12000,16.35,1,0.16,Y,2,Medium,19.08
23,80000,OWN,2.0,EDUCATION,F,6000,19.13,0,0.07,Y,4,High,7.5
